"id","team","wiki","region","country","track","kind","section","application","isRemote","year"
5200,"SHSD","https://2024.igem.wiki/shsd","asia","CHN","Bioremediation","high-school","high-school","accepted",true,2024
5522,"SHSID-China","https://2024.igem.wiki/shsid-china","asia","CHN","Therapeutics","high-school","high-school","accepted",true,2024
5182,"SJTU-BioX-Shanghai","https://2024.igem.wiki/sjtu-biox-shanghai","asia","CHN","Therapeutics","collegiate","undergrad","accepted",false,2024
5085,"SJTU-Software","https://2024.igem.wiki/sjtu-software","asia","CHN","Software & AI","collegiate","undergrad","accepted",false,2024
5429,"SMBIO",,"north-america","USA",,"high-school","high-school","withdrawn",,2024
5169,"SMS-Shenzhen","https://2024.igem.wiki/sms-shenzhen","asia","CHN","Agriculture","high-school","high-school","accepted",false,2024
5491,"SMU","https://2024.igem.wiki/smu","asia","CHN","Therapeutics","collegiate","undergrad","accepted",false,2024
5378,"SMU-GDMU-CHINA","https://2024.igem.wiki/smu-gdmu-china","asia","CHN","Therapeutics","collegiate","undergrad","accepted",false,2024
5348,"Songshan-Lake","https://2024.igem.wiki/songshan-lake","asia","CHN","Conservation","high-school","high-school","accepted",false,2024
5222,"Sorbonne-U-Paris","https://2024.igem.wiki/sorbonne-u-paris","europe","FRA","Bioremediation","collegiate","overgrad","accepted",false,2024
5457,"Squirrel-Beijing","https://2024.igem.wiki/squirrel-beijing","asia","CHN","Therapeutics","commercial","high-school","accepted",false,2024
5081,"Squirrel-Beijing-I","https://2024.igem.wiki/squirrel-beijing-i","asia","CHN","Therapeutics","commercial","high-school","accepted",false,2024
5456,"Squirrel-Beijing-II","https://2024.igem.wiki/squirrel-beijing-ii","asia","CHN","Therapeutics","commercial","high-school","accepted",false,2024
5083,"Squirrel-CHN","https://2024.igem.wiki/squirrel-chn","asia","CHN","Therapeutics","commercial","high-school","accepted",false,2024
5132,"Squirrel-CHN-II","https://2024.igem.wiki/squirrel-chn-ii","asia","CHN","Diagnostics","commercial","high-school","accepted",false,2024
5080,"Squirrel-Guangzhou","https://2024.igem.wiki/squirrel-guangzhou","asia","CHN","Food & Nutrition","commercial","high-school","accepted",false,2024
5131,"Squirrel-Shanghai","https://2024.igem.wiki/squirrel-shanghai","asia","CHN","Infectious Diseases","commercial","high-school","accepted",false,2024
5459,"Squirrel-Shenzhen","https://2024.igem.wiki/squirrel-shenzhen","asia","CHN","Bioremediation","commercial","high-school","accepted",false,2024
5496,"SRE-China","https://2024.igem.wiki/sre-china","asia","CHN","Software & AI","commercial","high-school","accepted",false,2024
5473,"SRE-Shanghai",,"asia","CHN","Bioremediation","commercial","high-school","withdrawn",true,2024
5195,"Stanford","https://2024.igem.wiki/stanford","north-america","USA","Therapeutics","collegiate","undergrad","accepted",false,2024
5113,"St-Mary-Academy-BV",,"north-america","USA","Bioremediation","high-school","high-school","withdrawn",true,2024
5122,"Stockholm","https://2024.igem.wiki/stockholm","europe","SWE","Fashion & Cosmetics","collegiate","overgrad","accepted",false,2024
5090,"Stony-Brook","https://2024.igem.wiki/stony-brook","north-america","USA","Diagnostics","collegiate","undergrad","accepted",false,2024
5071,"SubCat-China","https://2024.igem.wiki/subcat-china","asia","CHN","Fashion & Cosmetics","commercial","high-school","accepted",false,2024
5532,"SubCat-GreatBay","https://2024.igem.wiki/subcat-greatbay","asia","CHN","Diagnostics","commercial","high-school","accepted",true,2024
5533,"SubCat-HS","https://2024.igem.wiki/subcat-hs","asia","CHN","Therapeutics","commercial","high-school","accepted",false,2024
5072,"SubCat-Peking","https://2024.igem.wiki/subcat-peking","asia","CHN","Biomanufacturing","commercial","high-school","accepted",false,2024
5189,"SubCat-Shanghai","https://2024.igem.wiki/subcat-shanghai","asia","CHN","Food & Nutrition","commercial","high-school","accepted",false,2024
5531,"SubCat-Union","https://2024.igem.wiki/subcat-union","asia","CHN","Infectious Diseases","commercial","high-school","accepted",false,2024
5239,"Sustech-Med","https://2024.igem.wiki/sustech-med","asia","CHN","Infectious Diseases","collegiate","undergrad","accepted",false,2024
5397,"SUSTechOCEAN","https://2024.igem.wiki/sustechocean","asia","CHN","Climate Crisis","collegiate","undergrad","accepted",false,2024
5412,"SVCE-CHENNAI","https://2024.igem.wiki/svce-chennai","asia","IND","Diagnostics","collegiate","undergrad","accepted",false,2024
5183,"SWUer-China","https://2024.igem.wiki/swuer-china","asia","CHN","Therapeutics","collegiate","undergrad","accepted",false,2024
5121,"Sydney-Australia","https://2024.igem.wiki/sydney-australia","asia","AUS","Therapeutics","collegiate","undergrad","accepted",false,2024
5270,"SYPHU-China","https://2024.igem.wiki/syphu-china","asia","CHN","Therapeutics","collegiate","undergrad","accepted",false,2024
5248,"SZPU-China","https://2024.igem.wiki/szpu-china","asia","CHN","Infectious Diseases","collegiate","undergrad","accepted",false,2024
5453,"SZSAIS-Shenzhen","https://2024.igem.wiki/szsais-shenzhen","asia","CHN","Food & Nutrition","high-school","high-school","accepted",true,2024
5308,"SZ-SHD","https://2024.igem.wiki/sz-shd","asia","CHN","Space","commercial","high-school","accepted",false,2024
5160,"SZU-China","https://2024.igem.wiki/szu-china","asia","CHN","Food & Nutrition","collegiate","undergrad","accepted",false,2024
5042,"Taipei-KCISLK-V2","https://2024.igem.wiki/taipei-kcislk-v2","asia","TWN","Diagnostics","high-school","high-school","accepted",false,2024
5065,"TAU-Israel","https://2024.igem.wiki/tau-israel","asia","ISR","Oncology","collegiate","overgrad","accepted",false,2024
5150,"TecCEM","https://2024.igem.wiki/teccem","latin-america","MEX","Food & Nutrition","collegiate","undergrad","accepted",false,2024
5288,"Tec-Chihuahua","https://2024.igem.wiki/tec-chihuahua","latin-america","MEX","Food & Nutrition","collegiate","undergrad","accepted",false,2024
5450,"Tec-Monterrey","https://2024.igem.wiki/tec-monterrey","latin-america","MEX","Bioremediation","collegiate","undergrad","accepted",false,2024
5439,"TecMonterreyGDL","https://2024.igem.wiki/tecmonterreygdl","latin-america","MEX","Bioremediation","collegiate","undergrad","accepted",false,2024
5492,"TERMOSZ-Selye-HUN","https://2024.igem.wiki/termosz-selye-hun","europe","HUN","Therapeutics","high-school","high-school","accepted",false,2024
5374,"TestDaily-I-Beijing","https://2024.igem.wiki/testdaily-i-beijing","asia","CHN","Therapeutics","commercial","high-school","accepted",false,2024
5120,"Thailand-RIS","https://2024.igem.wiki/thailand-ris","asia","THA","Biomanufacturing","high-school","high-school","accepted",false,2024
5310,"thessaloniki","https://2024.igem.wiki/thessaloniki","europe","GRC","Therapeutics","collegiate","undergrad","accepted",false,2024
5299,"Thessaly","https://2024.igem.wiki/thessaly","europe","GRC","Agriculture","collegiate","overgrad","accepted",false,2024
5259,"THISDL-United","https://2024.igem.wiki/thisdl-united","asia","CHN","Foundational Advance","high-school","high-school","accepted",false,2024
5370,"Tianjin","https://2024.igem.wiki/tianjin","asia","CHN","Space","collegiate","undergrad","accepted",false,2024
5421,"TJI-Seoul","https://2024.igem.wiki/tji-seoul","asia","KOR","Oncology","commercial","high-school","accepted",false,2024
5292,"TJUSLS-China","https://2024.igem.wiki/tjusls-china","asia","CHN","Bioremediation","collegiate","undergrad","accepted",false,2024
5376,"TJUSX","https://2024.igem.wiki/tjusx","asia","CHN","Therapeutics","collegiate","undergrad","accepted",false,2024
5269,"TokyoTech","https://2024.igem.wiki/tokyotech","asia","JPN","Agriculture","collegiate","undergrad","accepted",false,2024
5298,"Tongji-China","https://2024.igem.wiki/tongji-china","asia","CHN","Fashion & Cosmetics","collegiate","undergrad","accepted",false,2024
5503,"Tongji-Software","https://2024.igem.wiki/tongji-software","asia","CHN","Software & AI","collegiate","undergrad","accepted",false,2024
5108,"Toulouse-INSA-UPS","https://2024.igem.wiki/toulouse-insa-ups","europe","FRA","Space","collegiate","overgrad","accepted",false,2024
5187,"Tsinghua","https://2024.igem.wiki/tsinghua","asia","CHN","Therapeutics","collegiate","undergrad","accepted",false,2024
5242,"Tsinghua-M","https://2024.igem.wiki/tsinghua-m","asia","CHN","Foundational Advance","collegiate","undergrad","accepted",false,2024
5043,"TUDarmstadt","https://2024.igem.wiki/tudarmstadt","europe","DEU","Bioremediation","collegiate","overgrad","accepted",false,2024
5054,"TU-Delft","https://2024.igem.wiki/tu-delft","europe","NLD","Agriculture","collegiate","overgrad","accepted",false,2024
5117,"TU-Dresden","https://2024.igem.wiki/tu-dresden","europe","DEU","Fashion & Cosmetics","collegiate","overgrad","accepted",false,2024
5486,"Tuebingen","https://2024.igem.wiki/tuebingen","europe","DEU","Foundational Advance","collegiate","overgrad","accepted",false,2024
5403,"TU-Eindhoven","https://2024.igem.wiki/tu-eindhoven","europe","NLD","Oncology","collegiate","undergrad","accepted",false,2024
5286,"TUM-Straubing","https://2024.igem.wiki/tum-straubing","europe","DEU","Biomanufacturing","collegiate","overgrad","accepted",false,2024
5140,"TUPLS-Japan","https://2024.igem.wiki/tupls-japan","asia","JPN","Foundational Advance","collegiate","undergrad","accepted",false,2024
5427,"UAlberta","https://2024.igem.wiki/ualberta","north-america","CAN","Fashion & Cosmetics","collegiate","undergrad","accepted",false,2024
5445,"UAM",,"latin-america","MEX",,"collegiate","collegiate","withdrawn",,2024
5039,"UAMMEX01",,"latin-america","MEX",,"collegiate","collegiate","withdrawn",,2024
5413,"UBC-Okanagan","https://2024.igem.wiki/ubc-okanagan","north-america","CAN","Fashion & Cosmetics","collegiate","undergrad","accepted",false,2024
5228,"UBC-Vancouver","https://2024.igem.wiki/ubc-vancouver","north-america","CAN","Biomanufacturing","collegiate","undergrad","accepted",false,2024
5194,"UCalgary","https://2024.igem.wiki/ucalgary","north-america","CAN","Therapeutics","collegiate","undergrad","accepted",false,2024
5276,"UCAS-China","https://2024.igem.wiki/ucas-china","asia","CHN","Foundational Advance","collegiate","undergrad","accepted",false,2024
5138,"UChicago","https://2024.igem.wiki/uchicago","north-america","USA","Infectious Diseases","collegiate","overgrad","accepted",false,2024
5462,"UCI-Uganda",,"africa","UGA","Oncology","community-lab","collegiate","withdrawn",,2024
5357,"ucl","https://2024.igem.wiki/ucl","europe","GBR","Diagnostics","collegiate","undergrad","accepted",false,2024
5330,"UCNZ","https://2024.igem.wiki/ucnz","asia","NZL","Infectious Diseases","collegiate","undergrad","accepted",false,2024
5477,"UCopenhagen","https://2024.igem.wiki/ucopenhagen","europe","DNK","Food & Nutrition","collegiate","overgrad","accepted",false,2024
5149,"UCSC","https://2024.igem.wiki/ucsc","north-america","USA","Foundational Advance","collegiate","undergrad","accepted",false,2024
5487,"UESTC-China","https://2024.igem.wiki/uestc-china","asia","CHN","Bioremediation","collegiate","overgrad","accepted",true,2024
5469,"UFlorida","https://2024.igem.wiki/uflorida","north-america","USA","Biomanufacturing","collegiate","undergrad","accepted",false,2024
5333,"UiOslo-Norway","https://2024.igem.wiki/uioslo-norway","europe","NOR","Diagnostics","collegiate","overgrad","accepted",false,2024
5148,"ULaval","https://2024.igem.wiki/ulaval","north-america","CAN","Therapeutics","collegiate","overgrad","accepted",true,2024
5258,"ULC","https://2024.igem.wiki/ulc","asia","CHN","Diagnostics","high-school","high-school","accepted",false,2024
5091,"ULethbridge","https://2024.igem.wiki/ulethbridge","north-america","CAN","Agriculture","collegiate","undergrad","accepted",false,2024
5520,"Ulink-SZ","https://2024.igem.wiki/ulink-sz","asia","CHN","Bioremediation","commercial","high-school","accepted",false,2024
5466,"UMA-MALAGA","https://2024.igem.wiki/uma-malaga","europe","ESP","Food & Nutrition","collegiate","undergrad","accepted",false,2024
5089,"UManitoba","https://2024.igem.wiki/umanitoba","north-america","CAN","Bioremediation","collegiate","overgrad","accepted",false,2024
5104,"UMaryland","https://2024.igem.wiki/umaryland","north-america","USA","Oncology","collegiate","undergrad","accepted",false,2024
5455,"UMass-Amherst","https://2024.igem.wiki/umass-amherst","north-america","USA","Food & Nutrition","collegiate","collegiate","withdrawn",true,2024
5353,"UM-Macau","https://2024.igem.wiki/um-macau","asia","MAC","Oncology","collegiate","undergrad","accepted",false,2024
5192,"UNC-ChapelHill","https://2024.igem.wiki/unc-chapelhill","north-america","USA","Therapeutics","collegiate","undergrad","accepted",false,2024
5047,"UNILausanne","https://2024.igem.wiki/unilausanne","europe","CHE","Conservation","collegiate","overgrad","accepted",false,2024
5164,"UniMuenster","https://2024.igem.wiki/unimuenster","europe","DEU","Biomanufacturing","collegiate","overgrad","accepted",false,2024
5109,"Uni-Padua-IT","https://2024.igem.wiki/uni-padua-it","europe","ITA","Bioremediation","collegiate","undergrad","accepted",false,2024
5143,"UnivLyon1-INSALyon","https://2024.igem.wiki/univlyon1-insalyon","europe","FRA","Food & Nutrition","collegiate","overgrad","accepted",false,2024
5273,"UNT","https://2024.igem.wiki/unt","north-america","USA","Climate Crisis","collegiate","collegiate","withdrawn",true,2024
5105,"UOregon","https://2024.igem.wiki/uoregon","north-america","USA","Infectious Diseases","collegiate","undergrad","accepted",false,2024
5293,"uOttawa","https://2024.igem.wiki/uottawa","north-america","CAN","Biomanufacturing","collegiate","undergrad","accepted",false,2024
5311,"UPF-Barcelona","https://2024.igem.wiki/upf-barcelona","europe","ESP","Infectious Diseases","collegiate","undergrad","accepted",false,2024
5527,"UppsalaUniversity","https://2024.igem.wiki/uppsalauniversity","europe","SWE","Fashion & Cosmetics","collegiate","overgrad","accepted",false,2024
5199,"USAFA","https://2024.igem.wiki/usafa","north-america","USA","Biomanufacturing","collegiate","undergrad","accepted",false,2024
5428,"USP-Brazil","https://2024.igem.wiki/usp-brazil","latin-america","BRA","Biomanufacturing","collegiate","overgrad","accepted",true,2024
5452,"USP-EEL-Brazil","https://2024.igem.wiki/usp-eel-brazil","latin-america","BRA","Biomanufacturing","collegiate","overgrad","accepted",false,2024
5302,"USTC","https://2024.igem.wiki/ustc","asia","CHN","Oncology","collegiate","undergrad","accepted",false,2024
5305,"USTC-Software","https://2024.igem.wiki/ustc-software","asia","CHN","Software & AI","collegiate","overgrad","accepted",false,2024
5495,"UTArlingtonTexasUSA","https://2024.igem.wiki/utarlingtontexasusa","north-america","USA","Food & Nutrition","collegiate","collegiate","withdrawn",true,2024
5232,"UTokyo","https://2024.igem.wiki/utokyo","asia","JPN","Diagnostics","collegiate","undergrad","accepted",false,2024
5230,"UToronto","https://2024.igem.wiki/utoronto","north-america","CAN","Foundational Advance","collegiate","overgrad","accepted",false,2024
5078,"UVU-Utah-2","https://2024.igem.wiki/uvu-utah-2","north-america","USA","Conservation","collegiate","overgrad","accepted",false,2024
5250,"UZurich","https://2024.igem.wiki/uzurich","europe","CHE","Agriculture","collegiate","overgrad","accepted",false,2024
5246,"Vilnius-Lithuania","https://2024.igem.wiki/vilnius-lithuania","europe","LTU","Biomanufacturing","collegiate","undergrad","accepted",false,2024
5178,"Virginia","https://2024.igem.wiki/virginia","north-america","USA","Therapeutics","collegiate","undergrad","accepted",false,2024
5467,"VIT-V","https://2024.igem.wiki/vit-v","asia","IND","Fashion & Cosmetics","collegiate","undergrad","accepted",false,2024
5106,"WageningenUR","https://2024.igem.wiki/wageningenur","europe","NLD","Diagnostics","collegiate","overgrad","accepted",false,2024
5277,"Warwick","https://2024.igem.wiki/warwick","europe","GBR","Bioremediation","collegiate","undergrad","accepted",false,2024
5436,"Waseda-Tokyo","https://2024.igem.wiki/waseda-tokyo","asia","JPN","Bioremediation","collegiate","undergrad","accepted",false,2024
5126,"Washington","https://2024.igem.wiki/washington","north-america","USA","Therapeutics","collegiate","undergrad","accepted",true,2024
5118,"Waterloo","https://2024.igem.wiki/waterloo","north-america","CAN","Climate Crisis","collegiate","undergrad","accepted",false,2024
5494,"WegoTaipei","https://2024.igem.wiki/wegotaipei","asia","TWN","Therapeutics","high-school","high-school","accepted",true,2024
5484,"WENHUA-CHINA",,"asia","CHN",,"high-school","high-school","withdrawn",,2024
5381,"Wentworth","https://2024.igem.wiki/wentworth","north-america","USA","Therapeutics","collegiate","undergrad","accepted",true,2024
5363,"Westlake","https://2024.igem.wiki/westlake","asia","CHN","Oncology","collegiate","undergrad","accepted",false,2024
5338,"Westview-SanDiego","https://2024.igem.wiki/westview-sandiego","north-america","USA","Bioremediation","high-school","high-school","accepted",true,2024
5070,"WFL-HangzhouBay","https://2024.igem.wiki/wfl-hangzhoubay","asia","CHN","Biomanufacturing","commercial","high-school","accepted",false,2024
5448,"WHHS-China","https://2024.igem.wiki/whhs-china","asia","CHN","Bioremediation","high-school","high-school","accepted",true,2024
5449,"WHHS-Pro-China","https://2024.igem.wiki/whhs-pro-china","asia","CHN","Bioremediation","high-school","high-school","accepted",true,2024
5048,"WHU-China","https://2024.igem.wiki/whu-china","asia","CHN","Food & Nutrition","collegiate","undergrad","accepted",false,2024
5179,"William-and-Mary","https://2024.igem.wiki/william-and-mary","north-america","USA","Foundational Advance","collegiate","undergrad","accepted",false,2024
5501,"WLSA-ShanghaiAcademy","https://2024.igem.wiki/wlsa-shanghaiacademy","asia","CHN","Biomanufacturing","high-school","high-school","accepted",false,2024
5474,"WUXI-DSAS","https://2024.igem.wiki/wuxi-dsas","asia","CHN","Agriculture","high-school","high-school","accepted",false,2024
5255,"XJTLU-CHINA","https://2024.igem.wiki/xjtlu-china","asia","CHN","Biomanufacturing","collegiate","undergrad","accepted",false,2024
5256,"XJTLU-Software","https://2024.igem.wiki/xjtlu-software","asia","CHN","Software & AI","collegiate","undergrad","accepted",false,2024
5268,"XJU-China","https://2024.igem.wiki/xju-china","asia","CHN","Bioremediation","collegiate","undergrad","accepted",true,2024
5136,"XMU-China","https://2024.igem.wiki/xmu-china","asia","CHN","Climate Crisis","collegiate","undergrad","accepted",false,2024
5289,"YiChang-CTGU",,"asia","CHN",,"collegiate","collegiate","withdrawn",,2024
5082,"YiYe-China","https://2024.igem.wiki/yiye-china","asia","CHN","Oncology","commercial","high-school","accepted",true,2024
5407,"YiYe-Wuhan","https://2024.igem.wiki/yiye-wuhan","asia","CHN","Oncology","commercial","high-school","accepted",true,2024
5067,"Zhejiang-United","https://2024.igem.wiki/zhejiang-united","asia","CHN","Therapeutics","commercial","high-school","accepted",false,2024
5319,"ZJU-China","https://2024.igem.wiki/zju-china","asia","CHN","Fashion & Cosmetics","collegiate","undergrad","accepted",false,2024
5377,"ZJUT-China","https://2024.igem.wiki/zjut-china","asia","CHN","Biomanufacturing","collegiate","undergrad","accepted",true,2024
5101,"ZQT-Nanjing","https://2024.igem.wiki/zqt-nanjing","asia","CHN","Therapeutics","commercial","high-school","accepted",false,2024